OTU ,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
5229,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2888),c:Dinophyceae(0.1798),o:Peridiniphycidae(0.0769),f:Thoracosphaeraceae(0.0394),g:Cryptoperidiniopsis(0.0121)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,Cryptoperidiniopsis,
5230,"d:Eukaryota(0.3794),p:Basidiomycota(0.0392),c:Agaricomycetes(0.0171),o:Hymenochaetales(0.0056),f:Tubulicrinaceae(0.0010),g:Hyphodontia(0.0010)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Tubulicrinaceae,Hyphodontia,
5231,"d:Eukaryota(1.0000),p:Ciliophora(0.9723),c:Intramacronucleata(0.9868),o:Spirotrichea(0.9012),f:Hypotrichia(0.8281),g:Apokeronopsis(0.2911)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Apokeronopsis,
5232,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Incertae_Sedis_9341(0.1181),o:Unknown_Order_1003865(0.0201),f:Unknown_Family_1003866(0.0084),g:Blastodinium(0.0019)",Eukaryota,Dinoflagellata,Incertae_Sedis_9341,Unknown_Order_1003865,Unknown_Family_1003866,Blastodinium,
5233,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Gymnodiniphycidae(0.0212),f:Unknown_Family_1003853(0.0084),g:Gyrodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
5234,"d:Eukaryota(0.6281),p:Annelida(0.1058),c:Polychaeta(0.0559),o:Terebellida(0.0112),f:Unknown_Family_1003328(0.0039),g:Unknown_Genus_1001209(0.0013)",Eukaryota,Annelida,Polychaeta,Terebellida,Unknown_Family_1003328,Unknown_Genus_1001209,
5235,"d:Eukaryota(0.8768),p:Ciliophora(0.2258),c:Intramacronucleata(0.1259),o:Spirotrichea(0.0201),f:Euplotia(0.0078),g:Diophrys(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
5236,"d:Eukaryota(0.6055),p:Dinoflagellata(0.1192),c:Dinophyceae(0.0637),o:Gymnodiniphycidae(0.0112),f:Gymnodinium_clade(0.0039),g:Unknown_Genus_1001771(0.0013)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Unknown_Genus_1001771,
5237,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1337),o:Gymnodiniphycidae(0.0252),f:Unknown_Family_1003853(0.0117),g:Amphidinium(0.0032)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Amphidinium,
5238,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Unknown_Family_1003853(0.0056),g:Gyrodinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
5239,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5284),c:Dinophyceae(0.3947),o:Gymnodiniphycidae(0.3022),f:Gymnodinium_clade(0.1693),g:Spiniferodinium(0.0588)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5240,"d:Eukaryota(0.5603),p:Basidiomycota(0.1058),c:Agaricomycetes(0.0559),o:Boletales(0.0100),f:Boletinellaceae(0.0033),g:Phlebopus(0.0013)",Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,
5241,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1337),o:Peridiniphycidae(0.0252),f:Gonyaulacales(0.0117),g:Pyrodinium(0.0032)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Gonyaulacales,Pyrodinium,
5242,"d:Eukaryota(0.9446),p:Cnidaria(0.2125),c:Anthozoa(0.1181),o:Actiniaria(0.0201),f:Unknown_Family_1003256(0.0084),g:Unknown_Genus_1001555(0.0019)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
5243,"d:Eukaryota(0.9446),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:SL163A10(0.0201),f:Unknown_Family_1003863(0.0084),g:Unknown_Genus_1001783(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
5244,"d:Eukaryota(0.6959),p:Cnidaria(0.1325),c:Anthozoa(0.0715),o:Actiniaria(0.0134),f:Unknown_Family_1003256(0.0050),g:Unknown_Genus_1001555(0.0015)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
5245,"d:Eukaryota(0.9672),p:Discosea(0.2258),c:Longamoebia(0.1259),o:Centramoebida(0.0212),f:Unknown_Family_1002759(0.0090),g:Acanthamoeba(0.0019)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
5246,"d:Eukaryota(0.3342),p:Platyhelminthes(0.0265),c:Rhabditophora(0.0115),o:Rhabdocoela(0.0046),f:Unknown_Family_1003592(0.0006),g:Unknown_Genus_1001513(0.0009)",Eukaryota,Platyhelminthes,Rhabditophora,Rhabdocoela,Unknown_Family_1003592,Unknown_Genus_1001513,
5247,"d:Eukaryota(1.0000),p:Arthropoda(0.2888),c:Arachnida(0.1635),o:Araneae(0.0597),f:Unknown_Family_1003336(0.0302),g:Unknown_Genus_1001216(0.0091)",Eukaryota,Arthropoda,Arachnida,Araneae,Unknown_Family_1003336,Unknown_Genus_1001216,
5248,"d:Eukaryota(0.6733),p:Cryptomonadales(0.1458),c:Unknown_Class_1003091(0.0793),o:Unknown_Order_1003092(0.0145),f:Unknown_Family_1003093(0.0056),g:Teleaulax(0.0015)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
5249,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3231),c:Dinophyceae(0.2125),o:Gymnodiniphycidae(0.1115),f:Gymnodinium_clade(0.0578),g:Spiniferodinium(0.0150)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5250,"d:Eukaryota(0.9446),p:Florideophycidae(0.4257),c:Corallinophycidae(0.2125),o:Unknown_Order_1003045(0.1115),f:Unknown_Family_1003046(0.0578),g:Mesophyllum(0.0091)",Eukaryota,Florideophycidae,Corallinophycidae,Unknown_Order_1003045,Unknown_Family_1003046,Mesophyllum,
5251,"d:Eukaryota(0.5829),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0559),o:Boletales(0.0100),f:Boletinellaceae(0.0033),g:Phlebopus(0.0013)",Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,
5252,"d:Eukaryota(0.7185),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Suessiaceae(0.0050),g:Biecheleria(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Biecheleria,
5253,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5284),c:Dinophyceae(0.3947),o:Gymnodiniphycidae(0.3022),f:Gymnodinium_clade(0.1693),g:Spiniferodinium(0.0588)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5254,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2717),c:Dinophyceae(0.1635),o:Gymnodiniphycidae(0.0597),f:Unknown_Family_1003853(0.0302),g:Gyrodinium(0.0091)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
5255,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Unknown_Family_1003853(0.0050),g:Gyrodinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
5256,"d:Eukaryota(0.9672),p:Discosea(0.2258),c:Longamoebia(0.1259),o:Centramoebida(0.0212),f:Unknown_Family_1002759(0.0090),g:Acanthamoeba(0.0019)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
5257,"d:Eukaryota(0.6733),p:Annelida(0.1325),c:Polychaeta(0.0715),o:Phyllodocida(0.0134),f:Unknown_Family_1003320(0.0050),g:Unknown_Genus_1001197(0.0015)",Eukaryota,Annelida,Polychaeta,Phyllodocida,Unknown_Family_1003320,Unknown_Genus_1001197,
5258,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Gymnodiniphycidae(0.0212),f:Unknown_Family_1003853(0.0090),g:Gyrodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
5259,"d:Eukaryota(1.0000),p:Protalveolata(0.3231),c:Syndiniales(0.2125),o:Unknown_Order_1003905(0.1115),f:Unknown_Family_1003906(0.0578),g:Amoebophrya(0.0180)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
5260,"d:Eukaryota(0.9672),p:Cnidaria(0.2258),c:Hydrozoa(0.1181),o:Trachymedusae(0.0201),f:Unknown_Family_1003277(0.0084),g:Unknown_Genus_1001574(0.0019)",Eukaryota,Cnidaria,Hydrozoa,Trachymedusae,Unknown_Family_1003277,Unknown_Genus_1001574,
5261,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3060),c:Dinophyceae(0.1961),o:Gymnodiniphycidae(0.0942),f:Gymnodinium_clade(0.0486),g:Spiniferodinium(0.0150)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5262,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1337),o:Gymnodiniphycidae(0.0252),f:Gymnodinium_clade(0.0117),g:Spiniferodinium(0.0032)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5263,"d:Eukaryota(0.6507),p:Dinoflagellata(0.1192),c:Dinophyceae(0.0637),o:Prorocentrales(0.0123),f:Unknown_Family_1003856(0.0044),g:Prorocentrum(0.0014)",Eukaryota,Dinoflagellata,Dinophyceae,Prorocentrales,Unknown_Family_1003856,Prorocentrum,
5264,"d:Eukaryota(0.2890),p:Ciliophora(0.0225),c:Intramacronucleata(0.0097),o:Spirotrichea(0.0039),f:Hypotrichia(0.0005),g:Unknown_Genus_1001753(0.0008)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
5265,"d:Eukaryota(0.6733),p:Ochrophyta(0.1592),c:Diatomea(0.0715),o:Bacillariophytina(0.0123),f:Bacillariophyceae(0.0044),g:Psammodictyon(0.0014)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Psammodictyon,
5266,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3744),c:Dinophyceae(0.2614),o:Gymnodiniphycidae(0.1632),f:Gymnodinium_clade(0.0854),g:Spiniferodinium(0.0269)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5267,"d:Eukaryota(0.9446),p:Ochrophyta(0.3402),c:Diatomea(0.2288),o:Coscinodiscophytina(0.0212),f:Fragilariales(0.0090),g:Licmophora(0.0019)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
5268,"d:Eukaryota(0.7185),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0050),g:Uroleptus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Uroleptus,
5269,"d:Eukaryota(0.8316),p:Florideophycidae(0.2888),c:Rhodymeniophycidae(0.1104),o:Unknown_Order_1003051(0.0189),f:Unknown_Family_1003052(0.0078),g:Unknown_Genus_1001112(0.0017)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Unknown_Genus_1001112,
5270,"d:Eukaryota(0.7638),p:Basidiomycota(0.1858),c:Agaricomycetes(0.1026),o:Boletales(0.0156),f:Boletinellaceae(0.0061),g:Phlebopus(0.0016)",Eukaryota,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,
5271,"d:Eukaryota(0.4925),p:Dinoflagellata(0.0792),c:Dinophyceae(0.0404),o:Gymnodiniphycidae(0.0078),f:Suessiaceae(0.0021),g:Symbiodinium(0.0012)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Symbiodinium,
5272,"d:Eukaryota(0.4246),p:Annelida(0.0525),c:Polychaeta(0.0248),o:Terebellida(0.0067),f:Unknown_Family_1003328(0.0016),g:Unknown_Genus_1001209(0.0011)",Eukaryota,Annelida,Polychaeta,Terebellida,Unknown_Family_1003328,Unknown_Genus_1001209,
5273,"d:Eukaryota(0.5603),p:SGUH942(0.0925),c:Unknown_Class_1003913(0.0482),o:Unknown_Order_1003914(0.0100),f:Unknown_Family_1003915(0.0033),g:Unknown_Genus_1001807(0.0013)",Eukaryota,SGUH942,Unknown_Class_1003913,Unknown_Order_1003914,Unknown_Family_1003915,Unknown_Genus_1001807,
5274,"d:Eukaryota(0.8542),p:Protalveolata(0.1858),c:Syndiniales(0.1026),o:Unknown_Order_1003905(0.0178),f:Syndiniales_Group_III(0.0073),g:Unknown_Genus_1001803(0.0017)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Syndiniales_Group_III,Unknown_Genus_1001803,
5275,"d:Eukaryota(0.9446),p:Basidiomycota(0.1992),c:Dacrymycetes(0.1104),o:Dacrymycetales(0.0189),f:Dacrymycetaceae(0.0078),g:Dacrymyces(0.0018)",Eukaryota,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacrymyces,
5276,"d:Eukaryota(1.0000),p:Ascomycota(0.7409),c:Sordariomycetes(0.7872),o:Hypocreales(0.3371),f:Unknown_Family_1003771(0.1599),g:Unknown_Genus_1001658(0.0547)",Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Unknown_Family_1003771,Unknown_Genus_1001658,
5277,"d:Eukaryota(1.0000),p:Protalveolata(0.2392),c:Syndiniales(0.1337),o:Unknown_Order_1003905(0.0252),f:Syndiniales_Group_III(0.0117),g:Unknown_Genus_1001803(0.0032)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Syndiniales_Group_III,Unknown_Genus_1001803,
5278,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3573),c:Dinophyceae(0.2451),o:CCMP1878(0.1287),f:Unknown_Family_1003848(0.0670),g:Unknown_Genus_1001765(0.0210)",Eukaryota,Dinoflagellata,Dinophyceae,CCMP1878,Unknown_Family_1003848,Unknown_Genus_1001765,
5279,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4428),c:Dinophyceae(0.3267),o:Prorocentrales(0.2323),f:Unknown_Family_1003856(0.1223),g:Exuviaella(0.0387)",Eukaryota,Dinoflagellata,Dinophyceae,Prorocentrales,Unknown_Family_1003856,Exuviaella,
5280,"d:Eukaryota(0.6281),p:Dinoflagellata(0.1058),c:Dinophyceae(0.0559),o:Gymnodiniphycidae(0.0112),f:Suessiaceae(0.0039),g:Symbiodinium(0.0013)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Symbiodinium,
5281,"d:Eukaryota(1.0000),p:Arthropoda(0.5645),c:Arachnida(0.5217),o:Unknown_Order_1003345(0.3371),f:Unknown_Family_1003346(0.2278),g:Unknown_Genus_1001214(0.1403)",Eukaryota,Arthropoda,Arachnida,Unknown_Order_1003345,Unknown_Family_1003346,Unknown_Genus_1001214,
5282,"d:Eukaryota(0.7411),p:Ochrophyta(0.2392),c:Diatomea(0.1337),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
5283,"d:Eukaryota(1.0000),p:Ochrophyta(0.5284),c:Diatomea(0.3920),o:Bacillariophytina(0.1287),f:Bacillariophyceae(0.0670),g:Nitzschia(0.0210)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
5284,"d:Eukaryota(0.3116),p:Dinoflagellata(0.0265),c:Dinophyceae(0.0115),o:Gymnodiniphycidae(0.0046),f:Gymnodinium_clade(0.0006),g:Gymnodinium(0.0009)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
5285,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Unknown_Family_1003834(0.0056),g:Unknown_Genus_1001751(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
5286,"d:Eukaryota(0.6733),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Alcyonacea(0.0145),f:Unknown_Family_1003263(0.0056),g:Unknown_Genus_1001562(0.0015)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
5287,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Gymnodinium_clade(0.0067),g:Spiniferodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5288,"d:Eukaryota(0.8994),p:Ochrophyta(0.1992),c:Diatomea(0.1104),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Hantzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Hantzschia,
5289,"d:Eukaryota(0.7411),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Unknown_Family_1003834(0.0056),g:Unknown_Genus_1001751(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
5290,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4257),c:Dinophyceae(0.3104),o:Gymnodiniphycidae(0.2150),f:Gymnodinium_clade(0.1131),g:Spiniferodinium(0.0357)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5291,"d:Eukaryota(0.6959),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Cantharellales(0.0134),f:Hydnaceae(0.0050),g:Hydnum(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,
5292,"d:Eukaryota(0.4246),p:Ciliophora(0.0525),c:Intramacronucleata(0.0248),o:Spirotrichea(0.0067),f:Oligotrichia(0.0016),g:Pseudotontonia(0.0011)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Pseudotontonia,
5293,"d:Eukaryota(0.6733),p:Basidiomycota(0.1325),c:Agaricomycetes(0.0715),o:Hymenochaetales(0.0134),f:Rickenellaceae(0.0050),g:Resinicium(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,
5294,"d:Eukaryota(0.4473),p:Cnidaria(0.0525),c:Anthozoa(0.0248),o:Alcyonacea(0.0067),f:Unknown_Family_1003263(0.0016),g:Unknown_Genus_1001562(0.0011)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
5295,"d:Eukaryota(0.6281),p:Ochrophyta(0.1192),c:Diatomea(0.0637),o:Bacillariophytina(0.0123),f:Mediophyceae(0.0044),g:Chaetoceros(0.0014)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Chaetoceros,
5296,"d:Eukaryota(0.7185),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0050),g:Discocephalus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Discocephalus,
5297,"d:Eukaryota(0.7185),p:Cnidaria(0.1325),c:Anthozoa(0.0715),o:Alcyonacea(0.0134),f:Unknown_Family_1003263(0.0050),g:Unknown_Genus_1001562(0.0015)",Eukaryota,Cnidaria,Anthozoa,Alcyonacea,Unknown_Family_1003263,Unknown_Genus_1001562,
5298,"d:Eukaryota(0.4925),p:Annelida(0.0658),c:Clitellata(0.0326),o:Haplotaxida(0.0078),f:Unknown_Family_1003309(0.0021),g:Unknown_Genus_1001184(0.0012)",Eukaryota,Annelida,Clitellata,Haplotaxida,Unknown_Family_1003309,Unknown_Genus_1001184,
5299,"d:Eukaryota(1.0000),p:Ochrophyta(0.3060),c:Diatomea(0.1961),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
5300,"d:Eukaryota(0.6281),p:Ciliophora(0.1192),c:Intramacronucleata(0.0637),o:Spirotrichea(0.0123),f:Euplotia(0.0044),g:Diophrys(0.0014)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
5301,"d:Eukaryota(0.1760),p:Discosea(0.0143),c:Longamoebia(0.0062),o:Centramoebida(0.0025),f:Unknown_Family_1002759(0.0003),g:Acanthamoeba(0.0005)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
5302,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4428),c:Dinophyceae(0.3267),o:Gymnodiniphycidae(0.2150),f:Gymnodinium_clade(0.1131),g:FV18_3B8(0.0357)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,FV18_3B8,
5303,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Hypotrichia(0.0056),g:Halteria(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Halteria,
5304,"d:Eukaryota(0.8994),p:Apicomplexa(0.2125),c:Conoidasida(0.1181),o:Coccidia(0.0201),f:Eimeriorina(0.0084),g:Goussia(0.0018)",Eukaryota,Apicomplexa,Conoidasida,Coccidia,Eimeriorina,Goussia,
5305,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4257),c:Dinophyceae(0.3104),o:Gymnodiniphycidae(0.2150),f:Gymnodinium_clade(0.1131),g:Spiniferodinium(0.0357)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
5306,"d:Eukaryota(0.1760),p:Dinoflagellata(0.0103),c:Dinophyceae(0.0045),o:SL163A10(0.0018),f:Unknown_Family_1003863(0.0002),g:Unknown_Genus_1001783(0.0004)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
5307,"d:Eukaryota(0.7185),p:Ciliophora(0.1858),c:Intramacronucleata(0.1026),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
5308,"d:Eukaryota(0.6281),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0156),f:Hypotrichia(0.0039),g:Unknown_Genus_1001753(0.0013)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
5309,"d:Eukaryota(1.0000),p:Ochrophyta(0.4942),c:Chrysophyceae(0.3104),o:Synurales(0.2150),f:Unknown_Family_1004204(0.1131),g:Mallomonas(0.0357)",Eukaryota,Ochrophyta,Chrysophyceae,Synurales,Unknown_Family_1004204,Mallomonas,
5310,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Gymnodinium_clade(0.0050),g:Erythropsidinium(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Erythropsidinium,
5311,"d:Eukaryota(1.0000),p:Ochrophyta(0.5653),c:Diatomea(0.4014),o:Bacillariophytina(0.1805),f:Bacillariophyceae(0.0946),g:Nitzschia(0.0298)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
5312,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Suessiaceae(0.0056),g:Biecheleria(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Biecheleria,
5313,"d:Eukaryota(0.7411),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0793),o:Auriculariales(0.0145),f:Incertae_Sedis_13680(0.0056),g:Guepinia(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Incertae_Sedis_13680,Guepinia,
5314,"d:Eukaryota(1.0000),p:Ochrophyta(0.5645),c:Diatomea(0.4661),o:Bacillariophytina(0.2150),f:Bacillariophyceae(0.1131),g:Nitzschia(0.0357)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
5315,"d:Eukaryota(1.0000),p:Ochrophyta(0.4086),c:Diatomea(0.2778),o:Coscinodiscophytina(0.0424),f:Fragilariales(0.0209),g:Licmophora(0.0062)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
5316,"d:Eukaryota(0.8090),p:Annelida(0.1725),c:Polychaeta(0.0948),o:Phyllodocida(0.0167),f:Unknown_Family_1003320(0.0067),g:Unknown_Genus_1001197(0.0017)",Eukaryota,Annelida,Polychaeta,Phyllodocida,Unknown_Family_1003320,Unknown_Genus_1001197,
5317,"d:Eukaryota(0.3794),p:Florideophycidae(0.0792),c:Rhodymeniophycidae(0.0326),o:Unknown_Order_1003051(0.0078),f:Unknown_Family_1003052(0.0021),g:Champia(0.0010)",Eukaryota,Florideophycidae,Rhodymeniophycidae,Unknown_Order_1003051,Unknown_Family_1003052,Champia,
5318,"d:Eukaryota(0.6733),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0050),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
5319,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2888),c:Dinophyceae(0.1798),o:Gymnodiniphycidae(0.0769),f:Unknown_Family_1003853(0.0394),g:Gyrodinium(0.0121)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
