"","OTU","s_A2","s_A3","s_A4","s_B1","s_B2","s_B4","s_C1","s_C2","s_C3","w_A1","w_A2","w_A3","w_A4","w_B1","w_B2","w_B3","w_B4","w_C1","w_C2","w_C3","w_C4","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"921",1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6281),p:Discosea(0.1325),c:Longamoebia(0.0715),o:Centramoebida(0.0134),f:Unknown_Family_1002759(0.0050),g:Acanthamoeba(0.0015)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"922",1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Ciliophora(0.1192),c:Intramacronucleata(0.0637),o:Spirotrichea(0.0123),f:Hypotrichia(0.0044),g:Uronychia(0.0014)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Uronychia",NA
"923",1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"924",1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"925",1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0178),f:Suessiaceae(0.0073),g:Unknown_Genus_1001773(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Unknown_Genus_1001773",NA
"926",1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Apicomplexa(0.2258),c:Conoidasida(0.1259),o:Coccidia(0.0212),f:Eimeriorina(0.0090),g:Goussia(0.0019)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Goussia",NA
"927",1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Ochrophyta(0.1992),c:Diatomea(0.1104),o:Coscinodiscophytina(0.0167),f:Fragilariales(0.0067),g:Licmophora(0.0017)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"928",1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5603),p:Apicomplexa(0.1058),c:Aconoidasida(0.0559),o:Piroplasmorida(0.0112),f:Unknown_Family_1003818(0.0039),g:Theileria(0.0013)","Eukaryota","Apicomplexa","Aconoidasida","Piroplasmorida","Unknown_Family_1003818","Theileria",NA
"929",1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:SL163A10(0.0189),f:Unknown_Family_1003863(0.0078),g:Unknown_Genus_1001783(0.0018)","Eukaryota","Dinoflagellata","Dinophyceae","SL163A10","Unknown_Family_1003863","Unknown_Genus_1001783",NA
"930",1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Prorocentrales(0.0201),f:Unknown_Family_1003856(0.0084),g:Prorocentrum(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Unknown_Family_1003856","Prorocentrum",NA
"931",1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.3060),c:Anthozoa(0.1961),o:Actiniaria(0.0942),f:Unknown_Family_1003256(0.0486),g:Unknown_Genus_1001555(0.0150)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"932",1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0050),g:Halteria(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Halteria",NA
"933",1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"934",1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5377),p:Dinoflagellata(0.0925),c:Dinophyceae(0.0482),o:SL163A10(0.0089),f:Unknown_Family_1003863(0.0027),g:Unknown_Genus_1001783(0.0012)","Eukaryota","Dinoflagellata","Dinophyceae","SL163A10","Unknown_Family_1003863","Unknown_Genus_1001783",NA
"935",1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3060),c:Dinophyceae(0.1961),o:Peridiniphycidae(0.0942),f:Thoracosphaeraceae(0.0486),g:uncultured_9329(0.0150)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","uncultured_9329",NA
"936",1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Cantharellales(0.0123),f:Hydnaceae(0.0044),g:Hydnum(0.0014)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"937",1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0145),f:Gymnodinium_clade(0.0056),g:Spiniferodinium(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Spiniferodinium",NA
"938",1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(1.0000),c:Intramacronucleata(1.0000),o:Spirotrichea(0.9807),f:Choreotrichia(0.9377),g:Tintinnidium(0.8890)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnidium",NA
"939",1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5648),c:Diatomea(0.4105),o:Bacillariophytina(0.1977),f:Bacillariophyceae(0.1038),g:Psammodictyon(0.0328)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Psammodictyon",NA
"940",1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Cnidaria(0.1458),c:Anthozoa(0.0793),o:Actiniaria(0.0145),f:Unknown_Family_1003256(0.0056),g:Unknown_Genus_1001555(0.0015)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"941",1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0156),f:Gymnodinium_clade(0.0061),g:Spiniferodinium(0.0016)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Spiniferodinium",NA
"942",1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.2392),c:Anthozoa(0.1337),o:Actiniaria(0.0252),f:Unknown_Family_1003256(0.0117),g:Unknown_Genus_1001555(0.0032)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"943",1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"944",1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Arthropoda(0.5645),c:Malacostraca(0.4036),o:Unknown_Order_1003355(0.3462),f:Unknown_Family_1003356(0.2124),g:Unknown_Genus_1001232(0.1114)","Eukaryota","Arthropoda","Malacostraca","Unknown_Order_1003355","Unknown_Family_1003356","Unknown_Genus_1001232",NA
"945",1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Cnidaria(0.1725),c:Anthozoa(0.0948),o:Alcyonacea(0.0167),f:Unknown_Family_1003263(0.0067),g:Unknown_Genus_1001562(0.0017)","Eukaryota","Cnidaria","Anthozoa","Alcyonacea","Unknown_Family_1003263","Unknown_Genus_1001562",NA
"946",1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4600),c:Chrysophyceae(0.2451),o:Synurales(0.1460),f:Unknown_Family_1004204(0.0762),g:Mallomonas(0.0239)","Eukaryota","Ochrophyta","Chrysophyceae","Synurales","Unknown_Family_1004204","Mallomonas",NA
"947",1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Ochrophyta(0.2392),c:Diatomea(0.1181),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"948",1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5151),p:Ochrophyta(0.1058),c:Diatomea(0.0482),o:Coscinodiscophytina(0.0089),f:Fragilariales(0.0027),g:Licmophora(0.0012)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"949",1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6281),p:Ciliophora(0.1192),c:Intramacronucleata(0.0637),o:Spirotrichea(0.0123),f:Hypotrichia(0.0044),g:Unknown_Genus_1001753(0.0014)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Unknown_Genus_1001753",NA
"950",1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0793),o:Peridiniphycidae(0.0145),f:Thoracosphaeraceae(0.0056),g:Tintinnophagus(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Tintinnophagus",NA
"951",1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9446),p:Ochrophyta(0.2392),c:Diatomea(0.1181),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0018)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"952",1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4428),c:Diatomea(0.3104),o:Coscinodiscophytina(0.0424),f:Fragilariales(0.0209),g:Licmophora(0.0062)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"953",1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Cnidaria(0.1858),c:Hydrozoa(0.0948),o:Trachymedusae(0.0167),f:Unknown_Family_1003277(0.0067),g:Unknown_Genus_1001574(0.0017)","Eukaryota","Cnidaria","Hydrozoa","Trachymedusae","Unknown_Family_1003277","Unknown_Genus_1001574",NA
"954",1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.5645),c:Intramacronucleata(0.5217),o:Spirotrichea(0.3239),f:Choreotrichia(0.1504),g:Tintinnidium(0.0357)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","Tintinnidium",NA
"955",1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Discocephalus(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"956",1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Prymnesiophyceae(0.7770),c:Prymnesiales(0.8012),o:Unknown_Order_1003167(0.8203),f:Unknown_Family_1003168(0.8978),g:Braarudosphaera(0.8584)","Eukaryota","Prymnesiophyceae","Prymnesiales","Unknown_Order_1003167","Unknown_Family_1003168","Braarudosphaera",NA
"957",1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Suessiaceae(0.0050),g:Biecheleria(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Biecheleria",NA
"958",1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"959",1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0073),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"960",1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Annelida(0.1858),c:Polychaeta(0.1026),o:Terebellida(0.0167),f:Unknown_Family_1003328(0.0067),g:Unknown_Genus_1001209(0.0017)","Eukaryota","Annelida","Polychaeta","Terebellida","Unknown_Family_1003328","Unknown_Genus_1001209",NA
"961",1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Platyhelminthes(0.2546),c:Rhabditophora(0.1472),o:Rhabdocoela(0.0424),f:Unknown_Family_1003592(0.0209),g:Unknown_Genus_1001513(0.0062)","Eukaryota","Platyhelminthes","Rhabditophora","Rhabdocoela","Unknown_Family_1003592","Unknown_Genus_1001513",NA
"962",1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Peridiniphycidae(0.0156),f:Thoracosphaeraceae(0.0061),g:Cryptoperidiniopsis(0.0016)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Cryptoperidiniopsis",NA
"963",1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0134),f:Incertae_Sedis_9247(0.0050),g:Cochlodinium(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae_Sedis_9247","Cochlodinium",NA
"964",1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Conthreep(0.0178),f:Oligohymenophorea(0.0073),g:Unknown_Genus_1001739(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Unknown_Genus_1001739",NA
"965",1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Incertae_Sedis_9247(0.0056),g:Cochlodinium(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Incertae_Sedis_9247","Cochlodinium",NA
"966",1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5377),p:Phragmoplastophyta(0.0792),c:Embryophyta(0.0404),o:Santalales(0.0089),f:Unknown_Family_1002951(0.0027),g:Kunkeliella(0.0012)","Eukaryota","Phragmoplastophyta","Embryophyta","Santalales","Unknown_Family_1002951","Kunkeliella",NA
"967",1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1458),c:Dinophyceae(0.0793),o:Gymnodiniphycidae(0.0145),f:Suessiaceae(0.0050),g:Pelagodinium(0.0015)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Pelagodinium",NA
"968",1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Basidiomycota(0.1858),c:Agaricomycetes(0.1026),o:Polyporales(0.0178),f:Polyporaceae(0.0073),g:Polyporus(0.0017)","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus",NA
"969",1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Basidiomycota(0.1992),c:Agaricomycetes(0.0948),o:Hymenochaetales(0.0167),f:Tubulicrinaceae(0.0067),g:Hyphodontia(0.0017)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Hyphodontia",NA
"970",1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4257),c:Diatomea(0.2941),o:Coscinodiscophytina(0.0597),f:Fragilariales(0.0302),g:Licmophora(0.0091)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"971",1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Discocephalus(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"972",1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.3231),c:Anthozoa(0.1961),o:Actiniaria(0.0942),f:Unknown_Family_1003256(0.0486),g:Unknown_Genus_1001555(0.0150)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"973",1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"974",1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Ciliophora(0.2392),c:Intramacronucleata(0.1337),o:Spirotrichea(0.0212),f:Hypotrichia(0.0084),g:Pseudokeronopsis(0.0019)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Pseudokeronopsis",NA
"975",1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Unknown_Family_1003834(0.0050),g:Unknown_Genus_1001751(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
"976",1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5829),p:Cryptomonadales(0.0925),c:Unknown_Class_1003091(0.0482),o:Unknown_Order_1003092(0.0100),f:Unknown_Family_1003093(0.0033),g:Teleaulax(0.0013)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"977",1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Discocephalus(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Discocephalus",NA
"978",1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0793),o:Boletales(0.0123),f:Boletinellaceae(0.0044),g:Phlebopus(0.0014)","Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus",NA
"979",1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Cnidaria(0.2258),c:Anthozoa(0.1259),o:Actiniaria(0.0212),f:Unknown_Family_1003256(0.0090),g:Unknown_Genus_1001555(0.0019)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"980",1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0044),g:Oxytricha(0.0014)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Oxytricha",NA
"981",1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.3573),c:Intramacronucleata(0.2451),o:Spirotrichea(0.1460),f:Unknown_Family_1003834(0.0117),g:Unknown_Genus_1001751(0.0032)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
"982",1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"983",1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Ciliophora(0.2125),c:Intramacronucleata(0.1181),o:Spirotrichea(0.0201),f:Euplotia(0.0078),g:Diophrys(0.0018)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"984",1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Conthreep(0.0178),f:Oligohymenophorea(0.0073),g:Unknown_Genus_1001739(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Conthreep","Oligohymenophorea","Unknown_Genus_1001739",NA
"985",1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5151),p:Discosea(0.0792),c:Longamoebia(0.0404),o:Centramoebida(0.0089),f:Unknown_Family_1002759(0.0027),g:Acanthamoeba(0.0012)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"986",1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Cryptomonadales(0.1458),c:Unknown_Class_1003091(0.0793),o:Unknown_Order_1003092(0.0145),f:Unknown_Family_1003093(0.0056),g:Teleaulax(0.0015)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"987",1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1992),c:Intramacronucleata(0.1104),o:Spirotrichea(0.0167),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"988",1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1725),c:Incertae_Sedis_9341(0.0948),o:Unknown_Order_1003865(0.0167),f:Unknown_Family_1003866(0.0067),g:Blastodinium(0.0017)","Eukaryota","Dinoflagellata","Incertae_Sedis_9341","Unknown_Order_1003865","Unknown_Family_1003866","Blastodinium",NA
"989",1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Apicomplexa(0.2125),c:Conoidasida(0.1181),o:Coccidia(0.0201),f:Eimeriorina(0.0084),g:Goussia(0.0018)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Goussia",NA
"990",1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Cnidaria(0.2392),c:Anthozoa(0.1181),o:Actiniaria(0.0201),f:Unknown_Family_1003256(0.0084),g:Unknown_Genus_1001555(0.0019)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"991",1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Ochrophyta(0.2125),c:Diatomea(0.1181),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
