"","OTU","SAMPLE_123257","SAMPLE_123258","SAMPLE_123259","SAMPLE_123260","SAMPLE_123261","SAMPLE_123262","SAMPLE_123263","SAMPLE_123264","SAMPLE_123265","SAMPLE_123266","SAMPLE_123267","SAMPLE_123268","SAMPLE_123269","SAMPLE_123270","SAMPLE_123271","SAMPLE_123272","SAMPLE_123273","SAMPLE_123274","SAMPLE_123276","SAMPLE_123277","SAMPLE_123278","SAMPLE_123279","SAMPLE_123280","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1739",2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.3973),c:Alphaproteobacteria(0.0942),o:OCS116_clade(0.0501),f:Unknown_Family_1002537(0.0173),g:Unknown_Genus_1000667(0.0008)","Bacteria","Proteobacteria","Alphaproteobacteria","OCS116_clade","Unknown_Family_1002537","Unknown_Genus_1000667",NA
"1740",2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8057),p:Lentisphaerae(0.1179),c:WCHB1_41(0.0445),o:Unknown_Order_1002463(0.0151),f:Unknown_Family_1002464(0.0059),g:Unknown_Genus_1000601(0.0004)","Bacteria","Lentisphaerae","WCHB1_41","Unknown_Order_1002463","Unknown_Family_1002464","Unknown_Genus_1000601",NA
"1741",2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8876),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Chitinophagaceae(0.6504),g:uncultured_1252(0.6585)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"1742",2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(1.0000),c:Actinobacteria(0.9778),o:PeM15(0.9733),f:Unknown_Family_1002166(0.9491),g:Unknown_Genus_1000214(0.9734)","Bacteria","Actinobacteria","Actinobacteria","PeM15","Unknown_Family_1002166","Unknown_Genus_1000214",NA
"1743",2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Deltaproteobacteria(0.9302),o:Desulfobacterales(0.8623),f:Desulfobulbaceae(0.8804),g:Desulfobulbus(0.5700)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",NA
"1744",2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.6064),p:Planctomycetes(0.0651),c:vadinHA49(0.0323),o:Unknown_Order_1002522(0.0090),f:Unknown_Family_1002523(0.0040),g:Unknown_Genus_1000655(0.0003)","Bacteria","Planctomycetes","vadinHA49","Unknown_Order_1002522","Unknown_Family_1002523","Unknown_Genus_1000655",NA
"1745",2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9685),c:Deltaproteobacteria(0.8575),o:Bdellovibrionales(0.6701),f:Bdellovibrionaceae(0.5583),g:OM27_clade(0.4815)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",NA
"1746",2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.5957),o:CS_B046(0.3877),f:Unknown_Family_1002609(0.2467),g:Unknown_Genus_1000906(0.0247)","Bacteria","Proteobacteria","Gammaproteobacteria","CS_B046","Unknown_Family_1002609","Unknown_Genus_1000906",NA
"1747",2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Deltaproteobacteria(0.6403),o:Desulfobacterales(0.5634),f:Nitrospinaceae(0.3775),g:uncultured_3155(0.0972)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","uncultured_3155",NA
"1748",2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9230),c:OM190(0.8575),o:Unknown_Order_1002492(0.7503),f:Unknown_Family_1002493(0.6964),g:Unknown_Genus_1000622(0.7470)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1749",2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8805),p:Proteobacteria(0.2058),c:Deltaproteobacteria(0.0568),o:Oligoflexales(0.0212),f:Oligoflexaceae(0.0078),g:Unknown_Genus_1000854(0.0004)","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Unknown_Genus_1000854",NA
"1750",2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8169),c:Sphingobacteriia(0.6924),o:Sphingobacteriales(0.6091),f:Saprospiraceae(0.3775),g:uncultured_1272(0.0283)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1751",2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.7638),c:Unknown_Class_1002110(0.7396),o:Unknown_Order_1002111(0.6396),f:Unknown_Family_1002112(0.4681),g:Unknown_Genus_1000128(0.3044)","Archaea","Woesearchaeota__DHVEG_6_","Unknown_Class_1002110","Unknown_Order_1002111","Unknown_Family_1002112","Unknown_Genus_1000128",NA
"1752",2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9705),c:Planctomycetacia(0.9356),o:Planctomycetales(0.8903),f:Planctomycetaceae(0.8971),g:Blastopirellula(0.0825)","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula",NA
"1753",2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Deferribacteres(0.7462),c:Deferribacteres_Incertae_Sedis_11258(0.7160),o:Unknown_Order_11259(0.6244),f:Unknown_Family_11260(0.4500),g:Caldithrix(0.2159)","Bacteria","Deferribacteres","Deferribacteres_Incertae_Sedis_11258","Unknown_Order_11259","Unknown_Family_11260","Caldithrix",NA
"1754",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9804),c:Deltaproteobacteria(0.9828),o:Oligoflexales(0.9889),f:Oligoflexaceae(0.9906),g:Unknown_Genus_1000854(0.9911)","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Unknown_Genus_1000854",NA
"1755",2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.6371),c:Gammaproteobacteria(0.4405),o:Thiotrichales(0.1747),f:Piscirickettsiaceae(0.0810),g:endosymbionts_3752(0.0048)","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","endosymbionts_3752",NA
"1756",2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9614),c:Deltaproteobacteria(0.9735),o:Desulfuromonadales(0.9182),f:GR_WP33_58(0.9075),g:Unknown_Genus_1000817(0.9367)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","GR_WP33_58","Unknown_Genus_1000817",NA
"1757",2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Gracilibacteria(0.7125),c:Unknown_Class_1002391(0.6032),o:Unknown_Order_1002392(0.4230),f:Unknown_Family_1002393(0.2733),g:Unknown_Genus_1000568(0.0283)","Bacteria","Gracilibacteria","Unknown_Class_1002391","Unknown_Order_1002392","Unknown_Family_1002393","Unknown_Genus_1000568",NA
"1758",2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9685),c:Alphaproteobacteria(0.9775),o:Rhodobacterales(0.9758),f:Rhodobacteraceae(0.9699),g:uncultured_2666(0.9729)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured_2666",NA
"1759",2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.8346),c:Clostridia(0.8103),o:Clostridiales(0.6943),f:Ruminococcaceae(0.4137),g:Ruminococcus_1(0.0247)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1",NA
"1760",2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Deltaproteobacteria(0.7631),o:Bdellovibrionales(0.6091),f:Bacteriovoracaceae(0.4319),g:Peredibacter(0.0386)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"1761",2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Bdellovibrionales(0.6091),f:Bacteriovoracaceae(0.4319),g:Halobacteriovorax(0.0247)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Halobacteriovorax",NA
"1762",2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9624),c:Cytophagia(0.9573),o:Cytophagales(0.9720),f:Flammeovirgaceae(0.9387),g:Reichenbachiella(0.8429)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Reichenbachiella",NA
"1763",2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6371),c:Sphingobacteriia(0.2266),o:Sphingobacteriales(0.1483),f:Saprospiraceae(0.0619),g:Lewinella(0.0008)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Lewinella",NA
"1764",2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9685),c:Sphingobacteriia(0.8810),o:Sphingobacteriales(0.7783),f:Saprospiraceae(0.6043),g:uncultured_1272(0.1118)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1765",2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9571),c:Bacteroidetes_VC2_1_Bac22(0.8810),o:Unknown_Order_1002208(0.7783),f:Unknown_Family_1002209(0.7424),g:Unknown_Genus_1000261(0.8194)","Bacteria","Bacteroidetes","Bacteroidetes_VC2_1_Bac22","Unknown_Order_1002208","Unknown_Family_1002209","Unknown_Genus_1000261",NA
"1766",2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9744),c:Cytophagia(0.9792),o:Cytophagales(0.9845),f:Cytophagaceae(0.9818),g:uncultured_1034(0.9751)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","uncultured_1034",NA
"1767",2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Verrucomicrobia(0.7815),c:OPB35_soil_group(0.6688),o:Unknown_Order_1002686(0.5939),f:Unknown_Family_1002687(0.4137),g:Unknown_Genus_1001025(0.1264)","Bacteria","Verrucomicrobia","OPB35_soil_group","Unknown_Order_1002686","Unknown_Family_1002687","Unknown_Genus_1001025",NA
"1768",2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9635),c:JTB23(0.9302),o:Unknown_Order_1002632(0.8623),f:Unknown_Family_1002633(0.8804),g:Unknown_Genus_1000989(0.8898)","Bacteria","Proteobacteria","JTB23","Unknown_Order_1002632","Unknown_Family_1002633","Unknown_Genus_1000989",NA
"1769",2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Tenericutes(0.3446),c:Mollicutes(0.1546),o:Entomoplasmatales(0.0980),f:Spiroplasmataceae(0.0312),g:Spiroplasma(0.0014)","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma",NA
"1770",2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9053),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Saprospiraceae(0.5583),g:uncultured_1272(0.0825)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1771",2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Latescibacteria(0.9406),c:Unknown_Class_1002406(0.9356),o:Unknown_Order_1002407(0.8903),f:Unknown_Family_1002408(0.8971),g:Unknown_Genus_1000573(0.9132)","Bacteria","Latescibacteria","Unknown_Class_1002406","Unknown_Order_1002407","Unknown_Family_1002408","Unknown_Genus_1000573",NA
"1772",2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.4987),c:TA18(0.1546),o:Unknown_Order_1002648(0.0980),f:Unknown_Family_1002649(0.0312),g:Unknown_Genus_1000997(0.0014)","Bacteria","Proteobacteria","TA18","Unknown_Order_1002648","Unknown_Family_1002649","Unknown_Genus_1000997",NA
"1773",2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9635),c:Gammaproteobacteria(0.9410),o:Order_Incertae_Sedis_3682(0.7223),f:Family_Incertae_Sedis_3683(0.6504),g:Marinicella(0.6585)","Bacteria","Proteobacteria","Gammaproteobacteria","Order_Incertae_Sedis_3682","Family_Incertae_Sedis_3683","Marinicella",NA
"1774",2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Lentisphaerae(0.7992),c:WCHB1_41(0.5883),o:Unknown_Order_1002463(0.3524),f:Unknown_Family_1002464(0.2201),g:Unknown_Genus_1000601(0.0212)","Bacteria","Lentisphaerae","WCHB1_41","Unknown_Order_1002463","Unknown_Family_1002464","Unknown_Genus_1000601",NA
"1775",2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6180),o:Run_SP154(0.3524),f:Unknown_Family_1002624(0.2201),g:Unknown_Genus_1000967(0.0212)","Bacteria","Proteobacteria","Gammaproteobacteria","Run_SP154","Unknown_Family_1002624","Unknown_Genus_1000967",NA
"1776",2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7206),c:Gammaproteobacteria(0.4939),o:Thiotrichales(0.2819),f:Piscirickettsiaceae(0.1668),g:uncultured_3753(0.0140)","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","uncultured_3753",NA
"1777",2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Alphaproteobacteria(0.5957),o:DB1_14(0.3172),f:Unknown_Family_1002533(0.1934),g:Unknown_Genus_1000663(0.0176)","Bacteria","Proteobacteria","Alphaproteobacteria","DB1_14","Unknown_Family_1002533","Unknown_Genus_1000663",NA
"1778",2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.6647),c:Subgroup_22(0.4405),o:Unknown_Order_1002151(0.2539),f:Unknown_Family_1002152(0.1402),g:Unknown_Genus_1000179(0.0104)","Bacteria","Acidobacteria","Subgroup_22","Unknown_Order_1002151","Unknown_Family_1002152","Unknown_Genus_1000179",NA
"1779",2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.8346),c:Ardenticatenia(0.6329),o:uncultured_1400(0.5481),f:Unknown_Family_1002246(0.3594),g:Unknown_Genus_1000376(0.0825)","Bacteria","Chloroflexi","Ardenticatenia","uncultured_1400","Unknown_Family_1002246","Unknown_Genus_1000376",NA
"1780",2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7261),c:Alphaproteobacteria(0.6254),o:DB1_14(0.4935),f:Unknown_Family_1002533(0.3231),g:Unknown_Genus_1000663(0.0533)","Bacteria","Proteobacteria","Alphaproteobacteria","DB1_14","Unknown_Family_1002533","Unknown_Genus_1000663",NA
"1781",2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.7992),c:Clostridia(0.6924),o:Clostridiales(0.6091),f:Ruminococcaceae(0.3956),g:uncultured_2071(0.0386)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured_2071",NA
"1782",2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.4500),c:Clostridia(0.2266),o:Clostridiales(0.1483),f:Family_XVII(0.0619),g:Sulfobacillus(0.0035)","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XVII","Sulfobacillus",NA
"1783",2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8556),p:Proteobacteria(0.1355),c:Alphaproteobacteria(0.0486),o:DB1_14(0.0171),f:Unknown_Family_1002533(0.0065),g:Unknown_Genus_1000663(0.0004)","Bacteria","Proteobacteria","Alphaproteobacteria","DB1_14","Unknown_Family_1002533","Unknown_Genus_1000663",NA
"1784",2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9840),c:Phycisphaerae(0.9835),o:Phycisphaerales(0.9828),f:Phycisphaeraceae(0.9836),g:Urania_1B_19_marine_sediment_group(0.9746)","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania_1B_19_marine_sediment_group",NA
"1785",2596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9705),c:Sphingobacteriia(0.9356),o:Sphingobacteriales(0.8903),f:Saprospiraceae(0.8804),g:Aureispira(0.3930)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Aureispira",NA
"1786",2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8522),c:Gammaproteobacteria(0.7396),o:Alteromonadales(0.5481),f:Ferrimonadaceae(0.3594),g:Ferrimonas(0.0825)","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae","Ferrimonas",NA
"1787",2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.7992),c:Clostridia(0.7867),o:Clostridiales(0.6396),f:Ruminococcaceae(0.4681),g:Ruminiclostridium_5(0.0283)","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5",NA
"1788",2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9724),c:Deltaproteobacteria(0.9785),o:Desulfobacterales(0.9841),f:Desulfobacteraceae(0.9822),g:uncultured_3138(0.9729)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","uncultured_3138",NA
"1789",2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.7992),c:Unknown_Class_1002110(0.7867),o:Unknown_Order_1002111(0.6701),f:Unknown_Family_1002112(0.5583),g:Unknown_Genus_1000128(0.4815)","Archaea","Woesearchaeota__DHVEG_6_","Unknown_Class_1002110","Unknown_Order_1002111","Unknown_Family_1002112","Unknown_Genus_1000128",NA
"1790",2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.4500),c:Unknown_Class_1002231(0.2266),o:Unknown_Order_1002232(0.1483),f:Unknown_Family_1002233(0.0619),g:Unknown_Genus_1000354(0.0035)","Bacteria","Candidate_division_OP3","Unknown_Class_1002231","Unknown_Order_1002232","Unknown_Family_1002233","Unknown_Genus_1000354",NA
"1791",2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Bacteroidia(0.6254),o:Bacteroidales(0.5288),f:Rikenellaceae(0.3412),g:Rikenella(0.0386)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",NA
"1792",2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9560),c:Bacteroidia(0.9248),o:Bacteroidales(0.8343),f:Porphyromonadaceae(0.8344),g:uncultured_959(0.8663)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","uncultured_959",NA
"1793",2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Lentisphaerae(0.8346),c:LD1_PB3(0.6329),o:Unknown_Order_1002440(0.5481),f:Unknown_Family_1002441(0.3594),g:Unknown_Genus_1000588(0.0825)","Bacteria","Lentisphaerae","LD1_PB3","Unknown_Order_1002440","Unknown_Family_1002441","Unknown_Genus_1000588",NA
"1794",2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9751),c:OM190(0.9795),o:Unknown_Order_1002492(0.9847),f:Unknown_Family_1002493(0.9821),g:Unknown_Genus_1000622(0.9829)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1795",2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9790),c:OM190(0.9790),o:Unknown_Order_1002492(0.9821),f:Unknown_Family_1002493(0.9841),g:Unknown_Genus_1000622(0.9751)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1796",2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9790),c:Pla4_lineage(0.9825),o:Unknown_Order_1002516(0.9879),f:Unknown_Family_1002517(0.9898),g:Unknown_Genus_1000650(0.9902)","Bacteria","Planctomycetes","Pla4_lineage","Unknown_Order_1002516","Unknown_Family_1002517","Unknown_Genus_1000650",NA
"1797",2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9711),c:OM190(0.9356),o:Unknown_Order_1002492(0.8903),f:Unknown_Family_1002493(0.8971),g:Unknown_Genus_1000622(0.9132)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1798",2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.4500),c:Flavobacteriia(0.1546),o:Flavobacteriales(0.0980),f:R103_B20(0.0243),g:Unknown_Genus_1000317(0.0011)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","R103_B20","Unknown_Genus_1000317",NA
"1799",2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Alphaproteobacteria(0.9046),o:Rhodospirillales(0.6701),f:Rhodospirillaceae(0.5123),g:uncultured_2755(0.0825)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured_2755",NA
"1800",2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Fibrobacteres(0.2920),c:Fibrobacteria(0.1244),o:Fibrobacteria_Incertae_Sedis_1667(0.0262),f:Unknown_Family_1668(0.0103),g:possible_genus_03(0.0006)","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacteria_Incertae_Sedis_1667","Unknown_Family_1668","possible_genus_03",NA
"1801",2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Bacteroidetes_BD2_2(0.9573),o:Unknown_Order_1002204(0.9720),f:Unknown_Family_1002205(0.9387),g:Unknown_Genus_1000259(0.9731)","Bacteria","Bacteroidetes","Bacteroidetes_BD2_2","Unknown_Order_1002204","Unknown_Family_1002205","Unknown_Genus_1000259",NA
"1802",2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9646),c:Alphaproteobacteria(0.9793),o:Sneathiellales(0.9733),f:Sneathiellaceae(0.9491),g:Sneathiella(0.9734)","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Sneathiella",NA
